Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This is a great overview of everything web!  A lot of tools and thingy-things that I've heard of but had no idea, or a sketchy idea of what they were.   This overview gives everything a place in my mind, even things I'll be unlikely to ever use. At least I have an idea now.",UgxCQmNuLW4jtewB56x4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,33:53 FYI: steep learning curve = much learning in little time = easy!,UgyftIa4hY5oLczorrd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,My last Christmas gift finally arrived 😁 Thanks Brad and hope you and your family are feeling allright and Covid free!,Ugwe4Lx_U0ZF_oeDU2x4AaABAg,0,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,FINALLY!!  A video showing the big picture.  Awesome overview and so needed by so many people.  Great Job!!!,UgxasnFx8VBLOLdffKN4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thanks Brad. Keep up the great work!,UgzKrJ971-s0TY7C_wF4AaABAg,0,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great video! You should do a headless wordpress tutorial. I would like to learn how to set it up and what it can do.,UgxhAQBWUme5vWTHdsB4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,i wanna really thank you for your help I learned a lot from u can you please make in the future a FastAPI Project with MySQL/PostgresSQL and how to work with a react front end please and thank you keep going,Ugzh6lkdVquCUAbeMXx4AaABAg,0,3
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,The content that you put out is Amazing.  PLEASE keep up all of the Great work!,UgzfX2pvGQS8fUZ1-uZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"this kind of video is rare to find. It is so informative about the tools and everything 
Thank you for providing that quality of content :)",UgzeP1NKtyNdVvn70C54AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,I would suggest GCP as an alternative to AWS.  It's a bit more developer-friendly and has great support for Kubernetes.,UgyUKet02LaC7kPm-h94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Another great content,  best yearly guide from Brad. Thanks!",UgxUdPnrvFVm2R1IF3J4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you so much, the video is very detailed and helpful to take smart decisions while learning web development",UgwwZsiMyV7j-32Xlj94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,I wasn't clear about web dev but after watching this video now it's clear. Thanks man!!,UgyzDXFV5Z98QyDOBfZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Fantastic! Been in the Web Development world for 3 months now and I needed to have a clear vision of what options/routes are out there after learning HTML, CSS, JavaScript and React. Would definitely come back to this guide after finishing React! Thanks Again, Brad!",UgwudYSUdMZRasXn8oB4AaABAg,0,2
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Man i cant Thank you enough for what a great video you have created this is  just really great explained all the things related to web development 
in a very sensible way  thanks a lot .🙂🙂",Ugzerp6aIxwCT6ixYwh4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"For static site generators, you should have really mentioned 11ty! You also should've mentioned web sockets! But other then that, spot on my friend :)",UgxNtAMv1h2Rril0PbN4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Ta for the video. While watching it I've decided to challenge myself to get to an intermediate level in front-end, from my current level of knowing the bare minimum of HTML and CSS. 👍",UgzHPDqL6_2o4-Jexz94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you, mentor. I think this video was specifically made for me.",Ugy13FRMSsxJE_tuvr54AaABAg,0,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Fantastic Work! Thank you.,UgzN1EKPqmWMpPUfGa94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"I've learned html, css, and Javascript it's been about 14 months.  I'm pretty fluent with JS but I'm stuck where I don't know what I should learn next. I'm not a fan of server and backend code. But have started learning node.js. If anyone could give me guidance on what to learn next it would be very much appreciated 🙏  Thanks. 😊",Ugw1Erz7mzzOs6gzI5x4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,In your react front to back 2022 course can you add a part of MERN project. It will be rellay helpful if you Kindly add this part.,UgyCw3vIzcSxh_1DMgV4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"awesome video brad
really helpful
looking forward for a 'practical' and 'developful' 2022",UgzMkmuwxDEDNali16F4AaABAg,0,3
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"04:02 types of web dev- frontend, backend, full stack
06:20 basic tools
09:20 html and css
11:45 sass
12:40 postcss
13:20 css frameworks
17:00 ui design principles
18:47 javascript
22:07 git, npm, browser dev tools etc
25:23 deploy feontend projects - netlify, cpanel,..
Dns registrars
29:10  30:30 webdesign, frontend framework, backend, advanced js
31:30 frontend frameworks- single page applications: react, vue, angular, svelte
35:23 typescript
41:30 server side rendering
Next.js(uses react.js), Nuxt.js (uses vue.js), remix, sveltekit
43:30 static site generator
Gatsby(uses react.js, graphql), next.js, gridsome(uses vue), jekyll
46:05 headless cms:
Strapi, sanity.io, contentful, graphcms
48:38 jamstack",UgzJmN2KxFBAMpc_1qx4AaABAg,0,16
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thanks Brad! Tomorrow will be the first day I call myself a professional web developer! Thank you for guiding me all throughout 2021. Also taking your Next.js course now,UgzwSoWPFVMmBBYSxIt4AaABAg,0,2
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,The most anticipated on Coding YouTube! Welcome back Brad!!,UgzHbtq2FRQ1ZQbUl9R4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Yet another nice video from you. Been watching these for 3 years and it's always an instant like as I know the content is good.,UgzPYpwblkcR47u4ORl4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,I didn't expect to watch it till the end. Yet here I am 1 hour and a half later. A masterpiece! Thank you,UgzSS4Dy3g-sH2cN-qd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"You have no idea how helpful this is.  I'm new to Web dev, but have a desktop app I want to try to create a web app version of.  There are so many technology options that it's very confusing.  This technology survey gives me a good idea of where to start with prototyping, and how to scale if it ends up being popular.",UgwvaGLNuX41Lr_kmC54AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,So helpful. Wish I had watched this years back before I started learning web dev.,UgxSrvw9gvwYKuDHCv94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Coming back to this mid year as I choose a technology for some forthcoming projects. Still a very well thought out and explained overview. Very useful. Thanks.,UgzxhT1AtTz_MMvliU94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"wonderful content Brad, as always. much gratitude.",UgzWLkF8eiK4DLL308N4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Hey Brad, What’s the estimated time required to learn everything discussed in this video?",Ugy7wDevQTo4nvyaBUd4AaABAg,1,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Such an amazing video! starting my journey towards fullstack today and will be following you like crazy!!!,UgwLiD2V7mSBuF69uix4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"A wonderful overview, thanks for the great content!",UgwVnh40kJpVQBG5kx94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thanks Brad, great in-depth presentation on all the latest trends",UgwVX-luEa42BTEhGEF4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Kudos for making dark background, my eyes thanking you. About to start my developer journey, this video answered a lot of my questions.",Ugzb52dKRwN0VxcxrkF4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Worth mentioning that Github pages is also a very convenient option for hosting static pages (as long as you don't mind making the source repository public),UgzfXQoJirK9ZZwDZ9l4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"As much as I like your video's in terms of quality, comprehensiveness & educational value I would argue that you are reaching a plateau in terms of available technology. If I might suggest something is that you start to diverge from this path and pause on doing yearly iterations of tutorials on the programming languages.

I am certain that you as a content creator can feel like you keep doing the same things over and over again. Not that your content is bad... It's quite the contrary. IMO you're the best tutor on the interwebs by far in terms of enthusiasm, method & all round knowledge while being a down to earth person.

What I mean to say is that programming languages & its combo's into stacks can only get you this far. A man with your talent would be imo the best source for more in-depth programming paradigms & design patterns instead of merely programming languages. If you were to teach the paradigms & design patterns and architecture the viewers would be taught ""how & why"" to program in a certain way. It could evolve into a tutorial series about a microservice architecture... Especially since you have the knowledge to do so. 

When you have a microservice architecture series you could even pull it a bit further & introduce the microfrontend architecture so you can end up having a loosely coupled architecture, having microservices, communicating through an event aggregator & have the microfrontends communicate between their only contract being native DOM events. You are right person to do so, since nobody is able to teach this the right way.

Mind you that I started my dev/architecture journey by following your videos & uploads. I started HERE & ended up being a Senior Full Stack Developer, growing into frontend/domain architecture  position now.

Just my 2 cents.",UgxvGs5Zk9kRLhmZQFZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,The best overview I have ever seen! Thanks for your work!,Ugx-48gtUjSKpiBfEw94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you Brad, for this great guide.",Ugz1hPfvaGxmRUT6rEV4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,This is a great video. What code would you need to include if you want to be able to select on the item you're searching for  and then have it populate the search field please?,Ugy6kh65nUWCnBzNVnd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This content is essential for a beginner like me no matter what specific area you will join or work. With so many content ou there, this video is a perfect guideline. From Brazil, thank you very much Brad!",Ugwf_qKfchASaC9Pas94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thank you so much for giving us the summary and 2022 guide!,UgzaxvHSUwO5WdpFjmp4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Hope you’ve been doing well brother. Thanks for the update.,UgwI8GTN1TvvR7AWJdt4AaABAg,0,2
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This is amazing content, thank you Brad!",UgyhyOOY3G_jDDMLTVZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Hello. I was wondering, when someone wants to make a site go online, he/she needs to pay for the site's hosting and for it's domain name. So when you are creating the site for this person, is it on you to take care of these payments?
 If not, how does it work, and do you have any payment needed as the web developer?",UgxdTSDwHK2Av1o3tuZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"If you miss this, it's like you are living without air. Thanks brad for leading us down the path sensei 😁",UgwquPFs0bLn7fEUeMR4AaABAg,0,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Amazing presentation! Gave me a great overview! Thanks a lot.,Ugz6KNEx8tkksEXJxVd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"To be honest for new web developers it's getting harder and harder to stay up to date...
More and more stuff is upcoming. 
Thanks god im doing this for almost 5 years now and have some experience with most of the stuff here...

You don't need to master all of it but it's good to have some experience to compare stuff.
The web is just super fast...",UgxH1HS2XE6pIr-CS_F4AaABAg,0,2
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This was an amazing and in-depth video, really amazing, Thank You! 😀",UgyOVPgleatjwxPw7sZ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This video is such an *_uber helpful_* & *EXTREMELY POWERFUL* piece of content - and to be FREE..?? This very well could be the absolutely only good thing about living in the times _(2022...)_

This is just *_CRAZY!_*

Great job - Thanks & *KEEP IT UP!*

- Adam M.",UgzWIR-dwFFMI-S5Gud4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Clear and comprehensive, thanks man!",UgzdgReCW-vyVytiAS94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Hi Brad, I'll really love if you can feature Don Ebenezer. He's a wonderful engineer. I can't wait to see you guys collaborate.

I can do the introduction of you both if you don't mind.🙏",UgzGpSBYUiI8xy7CjAJ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great overview of all the various technologies.,UgzEGvjQkYtnABoaMpB4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,This video is extremely useful. It is very educational and very valuable information. Thank you for your video.,UgzyWgWAuE9dqG7o7-p4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Really interested in how next years Web Development in 2023 - A Practical Guide is going to change with all the change this year specially with the recent announcement of PyScript that was announced last weekend.,UgzT9x9-pTo1jw8j-WF4AaABAg,0,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Really enjoy watching these videos every year and finding myself closer to the end of the video.,UgyyRB6CZpTKMpb59Eh4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great guide Brad. Your best yet!,UgxMV8mezKp8gTG6GX54AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you so much for this video, gave an overview about all the list of techs, and nice and chic explanatiion.",UgyrxVLNGEhf-mGJHX14AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Wow,  so being a life long dev I took a break for a little while to fill a management role.   Now with 10+ years of C# I feel like a complete newb.",UgwY49dB_peXn4GuDi94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,I think Brad is born to teach how to code. No one can teach and guide like him,Ugxviip3veZEGC62eoR4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Happy New Year, sir. You are a true inspiration. Thanks for making us knowledgable.",UgwUSKp3cIglslBUk2d4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Awesome Content as always. Thanks,Ugx-zPI7WmvOZfFAc2N4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"was waiting for this anxiously. 
when will you upload your mern project in react 2022 course ?",UgxCpUfPxWe3Y2Fr-D54AaABAg,1,5
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thanks a world Brad for wonderful and educational video. Looking forward for more relevant videos! God Bless.,Ugy4_RB5vA460UD3cU54AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Well, now I feel completely useless. I got a general comp sci degree, and since then the only jobs I've found have been web dev. I've mostly just done Django, sometimes React for the front-end, and some cursory knowledge of Apache. However, I also have a lot of things to look into now, so thank you for that.",UgzpLdxe0Kjaf4FNU9h4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thank you for the guide! It helped me to better structure everything in my head.,UgyngJ-ZXsG-R4eAVd94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you, this was very useful and well explained",UgwPBbCJoJdiXlvv6514AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"awesome guide, as always! thanks Brad!!",Ugy04QKyVYVZNoEUn994AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"I think you should talk more about architecture, how to plan a software from requirements, how to organize code, how to plan and make decisions, software architecture/engineering in general...but anyway, great video.",UgxQGonYiK_lODzTHfl4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"I love this video, I am learning to become a web developer, about to start my CSE bachelors in about july, I have a question, Can someone learn all of these in a year?",UgxcCvemWyAM3f1AOv94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,fantastic vid - thank you so much!  An excellent overview,UgzSKeWSx_BQ6RHFPN94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Nice and comprehensive. And sure to chase away anyone interested in going into the field. 😂,Ugxu38Op8lZk58W-b614AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great tutorials! Thanks a lot.,UgziA3AHamo1PZOqP7p4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thank you so much, Brad. This is really helpful👍",Ugwx80nwfrj5pXDx7Wd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Doesn't server side rendering mean going back to fully refreshing a page for everything you do?,Ugy6qQtO4JXcdVljW6N4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,I am a big fun of this you do every year - keep it up !! and much appreciated  🐱‍✌,UgyPkQaoh-0fPC1VBox4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,That was a really good and well constructed video.,Ugx-f0uSsVCdXVeYWcN4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Dunno, I'm started to lean on the idea that html / css and javascript, the typical web dev start of old is no longer necessary if you're focus is backend. 
Not that it's useless or anything, but perhaps starting with CLI applications and moving on to HTTP response / request is sufficient enough.",UgxwSPcq8fVzXvMFrnB4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Web Development In 2014:
some knowledge of HTML and CSS, optionally PHP

Web Development In 2022:
one and a half hour just for listing all of necessary techs",UgyjI37_Q67Zo2JYrt94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,thank you so much for posting this video!! it's really given me so much clarity :),UgwKRel2REzpo16ZJ-Z4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"And oh my god , this video cleared sooo much concepts for me, thank you so much",Ugx6o19tOmuDG2dhJEl4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This is the best video for web developer roadmap, Awesome work! Thanks!",Ugx9z3fBCDayzrbDPQJ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great video! Thanks. Do you when the e-book is available for patrons?,UgygeN7VQqMGh6-uHEJ4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"I'm a bit torn at the moment. I am currently self-learning UX design, but I am more curious about UI design and front-end development. It just seems more fun to me than user research. Is anyone in the same shoes? I'm not sure what to do.",UgxsxnBP_SQg23w5DVB4AaABAg,1,1
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Well flawless and amazing i am literally speechless!! Keep it up man waiting for next years'😂😂❤❤❤❤☄☄,Ugx-PhEgOpCbwhh-fJp4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Absolutely Amazing! Cant wait to watch this one.,UgwupaMFbVvdc5SvFpF4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Glad you hear you doing better, Brad. Thanks for the great vid.",Ugzd7YlnLSVn_HD7Nvt4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"This guy's videos changed my life 2 years ago , all i can say is THANK YOU",UgwhOjMO0A3OAsFQUll4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Great video Brad. Thanks for doing these videos!,UgwZ-lhRySpTR-L5XNd4AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thanks alot Brad. This is indeed very rich content.,UgxJ0NHPopyeILjPPP94AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"Thanks a lot for the most important video. 
 we are trying to hire developers for our project which is a dating+ matrimonial portal including Android and ios apps. 
By the way can u suggest which Framework language structure we must invest in 2022 . 
We will holding database of   100 million profile. 
Highly appreciate your efforts. 
Regards",UgzrOWpmNxsFB3Zcn994AaABAg,0,0
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,"this is a classic, 'must-watch' video every year, have been waiting for this😊... thank you Brad👍!",UgzitzjgcGaSl0XvySN4AaABAg,1,9
Traversy Media,Web Development In 2022 - A Practical Guide,This is my annual guide to take you from start to finish when it comes to the web development technologies that are available for ...,EqzUcMzfV1w,Thank you for sharing future web development. Very well design content,UgxRZdfiIivEOAdRTvJ4AaABAg,0,0
